ID,Title,Year,IMDb,Genres,Runtime
16254,Who Framed Roger Rabbit,1988,7.7,"Animation,Adventure,Comedy,Crime,Family,Fantasy,Mystery",104
16255,Mulan,1998,7.6,"Action,Adventure,Drama,Family",115
16256,Iron Man 3,2013,7.2,"Action,Adventure,Sci-Fi",130
16257,The Sound of Music,1965,8,"Biography,Drama,Family,Musical,Romance",172
16258,Ice Age,2002,7.5,"Animation,Adventure,Comedy,Family,Fantasy",81
16259,Cars,2006,7.1,"Animation,Comedy,Family,Sport",117
16260,Snow White and the Seven Dwarfs,1937,7.6,"Animation,Family,Fantasy,Musical,Romance",83
16261,Monsters University,2013,7.3,"Animation,Adventure,Comedy,Family,Fantasy",104
16262,Frozen II,2019,6.9,"Animation,Adventure,Comedy,Family,Fantasy,Musical",103
16263,Togo,2019,8.1,"Adventure,Biography,Drama,Family,History",113
16264,A Bug's Life,1998,7.2,"Animation,Adventure,Comedy,Family",95
16265,The Jungle Book,1967,7.6,"Adventure,Drama,Family,Fantasy",106
16266,Remember the Titans,2000,7.8,"Biography,Drama,Sport",113
16267,Brave,2012,7.1,"Animation,Adventure,Comedy,Family,Fantasy",93
16268,The Simpsons Movie,2007,7.3,"Animation,Adventure,Comedy",87
16269,Fantasia,1940,7.8,"Animation,Family,Fantasy,Music",125
16270,The Emperor's New Groove,2000,7.3,"Animation,Adventure,Comedy,Family,Fantasy",78
16271,The Straight Story,1999,8,"Biography,Drama",112
16272,One Hundred and One Dalmatians,1961,7.2,"Animation,Adventure,Comedy,Family",79
16273,Lady and the Tramp,1955,7.3,"Adventure,Comedy,Drama,Family,Musical,Romance",103
16274,Pinocchio,1940,7.4,"Drama,Fantasy",120
16275,Thor: The Dark World,2013,6.9,"Action,Adventure,Fantasy",112
16276,Star Wars: The Last Jedi,2017,7,"Action,Adventure,Fantasy,Sci-Fi",152
16277,Lilo & Stitch,2002,7.2,"Animation,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi",85
16278,Star Wars: The Rise of Skywalker,2019,6.7,"Action,Adventure,Fantasy,Sci-Fi",142
16279,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,"Action,Adventure,Fantasy",151
16280,Bambi,1942,7.3,"Animation,Drama,Family",70
16281,Captain Marvel,2019,6.9,"Action,Adventure,Sci-Fi",123
16282,Alice in Wonderland,1951,7.4,"Adventure,Family,Fantasy",108
16283,Peter Pan,1953,7.3,"Adventure,Family,Fantasy,Romance",113
16284,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,"Adventure,Family,Fantasy",143
16285,Miracle on 34th Street,1947,7.9,"Comedy,Drama,Family",96
16286,Pirates of the Caribbean: At World's End,2007,7.1,"Action,Adventure,Fantasy",169
16287,The Many Adventures of Winnie the Pooh,1977,7.6,"Animation,Adventure,Comedy,Family,Musical",74
16288,Star Wars: Episode II - Attack of the Clones,2002,6.5,"Action,Adventure,Fantasy,Sci-Fi",142
16289,The Muppet Movie,1979,7.6,"Adventure,Comedy,Family,Musical",95
16290,Mickey's Christmas Carol,1983,8,"Animation,Short,Comedy,Family,Fantasy",26
16291,Star Wars: Episode I - The Phantom Menace,1999,6.5,"Action,Adventure,Fantasy,Sci-Fi",136
16292,Cool Runnings,1993,7,"Adventure,Comedy,Family,History,Sport",98
16293,The Parent Trap,1998,6.5,"Adventure,Comedy,Drama,Family,Romance",128
16294,The Muppet Christmas Carol,1992,7.7,"Comedy,Drama,Family,Fantasy,Musical",85
16295,Treasure Planet,2002,7.2,"Animation,Adventure,Family,Sci-Fi",95
16296,The Fox and the Hound,1981,7.3,"Animation,Adventure,Drama,Family",83
16297,Holes,2003,7,"Adventure,Comedy,Drama,Family,Mystery",117
16298,Pete's Dragon,2016,6.7,"Action,Adventure,Comedy,Drama,Family,Fantasy",102
16299,The Good Dinosaur,2015,6.7,"Animation,Adventure,Comedy,Drama,Family,Fantasy",93
16300,Frankenweenie,2012,6.9,"Animation,Comedy,Family,Horror,Sci-Fi",87
16301,Tron,1982,6.8,"Action,Adventure,Sci-Fi",125
16302,Winnie the Pooh,2011,7.2,"Comedy,Drama,Family,Fantasy",104
16303,TRON: Legacy,2010,6.8,"Action,Adventure,Sci-Fi",125
16304,The Sword in the Stone,1963,7.2,"Animation,Adventure,Comedy,Family,Fantasy,Musical",79
16305,The Aristocats,1970,7.1,"Animation,Adventure,Comedy,Family,Musical",78
16306,Cars 3,2017,6.7,"Animation,Adventure,Comedy,Family,Sport",102
16307,Queen of Katwe,2016,7.4,"Biography,Drama,Sport",124
16308,Homeward Bound: The Incredible Journey,1993,6.9,"Adventure,Comedy,Drama,Family",84
16309,Maleficent: Mistress of Evil,2019,6.6,"Adventure,Family,Fantasy",119
16310,Before the Flood,2016,8.3,Documentary,96
16311,The Chronicles of Narnia: Prince Caspian,2008,6.5,"Action,Adventure,Family,Fantasy",150
16312,The Great Mouse Detective,1986,7.2,"Animation,Adventure,Family,Musical,Mystery",74
16313,Flight of the Navigator,1986,6.9,"Adventure,Comedy,Family,Sci-Fi",90
16314,James and the Giant Peach,1996,6.7,"Animation,Adventure,Family,Fantasy,Musical",79
16315,Willow,1988,7.3,"Action,Adventure,Drama,Fantasy,Romance",126
16316,Meet the Robinsons,2007,6.8,"Animation,Adventure,Comedy,Family,Sci-Fi",95
16317,Star Wars: Episode III - Revenge of the Sith,2005,7.5,"Action,Adventure,Fantasy,Sci-Fi",140
16318,Fantasia 2000,1999,7.2,"Animation,Comedy,Family,Fantasy,Music",75
16319,Tinker Bell,2008,6.8,"Animation,Adventure,Family,Fantasy",78
16320,The Rescuers,1977,6.9,"Animation,Adventure,Comedy,Family,Fantasy",78
16321,Eight Below,2006,7.3,"Adventure,Drama,Family",120
16322,Invincible,2006,7.1,"Biography,Drama,Sport,War",137
16323,Sister Act,1992,6.4,"Comedy,Crime,Family,Music",100
16324,John Carter,2012,6.6,"Action,Adventure,Sci-Fi",132
16325,Freaky Friday,2003,6.1,"Comedy,Family,Fantasy,Music,Romance",97
16326,The Santa Clause,1994,6.5,"Comedy,Drama,Family,Fantasy",97
16327,Descendants,2015,6.4,"Comedy,Family,Fantasy,Musical",112
16328,Old Yeller,1957,7.3,"Adventure,Drama,Family,Western",83
16329,"Honey, I Shrunk the Kids",1989,6.3,"Adventure,Comedy,Family,Sci-Fi",93
16330,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,7.4,"Animation,Action,Adventure,Comedy,Family,Musical,Sci-Fi",78
16331,Pirates of the Caribbean: On Stranger Tides,2011,6.6,"Action,Adventure,Fantasy",137
16332,The BFG,2016,6.4,"Adventure,Family,Fantasy",117
16333,The Princess Diaries,2001,6.3,"Comedy,Family,Romance",111
16334,National Treasure: Book of Secrets,2007,6.5,"Action,Adventure,Family,Mystery,Thriller",124
16335,The Finest Hours,2016,6.8,"Action,Drama,History,Thriller",117
16336,DuckTales: The Movie - Treasure of the Lost Lamp,1990,6.9,"Animation,Adventure,Comedy,Family,Fantasy",74
16337,A Goofy Movie,1995,6.8,"Animation,Adventure,Comedy,Family,Musical,Romance",78
16338,The Greatest Game Ever Played,2005,7.4,"Biography,Drama,Sport",120
16339,The Lion King 1½,2004,6.5,"Animation,Adventure,Comedy,Family,Musical",77
16340,The Lion King II: Simba's Pride,1998,6.5,"Animation,Adventure,Drama,Family,Musical,Romance",81
16341,The Adventures of Ichabod and Mr. Toad,1949,7,"Animation,Comedy,Family,Fantasy,Horror",68
16342,Tinker Bell and the Lost Treasure,2009,6.7,"Animation,Adventure,Family,Fantasy",81
16343,Bedknobs and Broomsticks,1971,7.1,"Animation,Adventure,Comedy,Family,Fantasy,Musical",117
16344,Hocus Pocus,1993,6.9,"Comedy,Family,Fantasy",96
16345,Secretariat,2010,7.2,"Biography,Drama,Family,History,Sport",123
16346,Darby O'Gill and the Little People,1959,7.2,"Adventure,Family,Fantasy,Romance",93
16347,Muppet Treasure Island,1996,7,"Action,Adventure,Comedy,Family,Musical,Romance",99
16348,The Rescuers Down Under,1990,6.9,"Animation,Adventure,Crime,Drama,Family,Fantasy,Mystery",77
16349,The Rocketeer,1991,6.5,"Action,Adventure,Family,Sci-Fi",108
16350,High School Musical,2006,5.4,"Comedy,Drama,Family,Music,Musical,Romance",98
16351,Atlantis: The Lost Empire,2001,6.9,"Animation,Action,Adventure,Family,Fantasy,Sci-Fi",95
16352,The Great Muppet Caper,1981,7.2,"Adventure,Comedy,Crime,Family,Musical,Mystery",97
16353,Teen Beach Movie,2013,5.9,"Family,Fantasy,Musical",110
16354,Journey to the Center of the Earth,1959,7,"Action,Adventure,Family,Fantasy,Sci-Fi",93
16355,Pollyanna,1960,7.4,"Comedy,Drama,Family",134
16356,High School Musical 2,2007,5,"Comedy,Drama,Family,Music,Musical,Romance",104
16357,Halloweentown,1998,6.8,"Adventure,Comedy,Family,Fantasy",84
16358,Brother Bear,2003,6.8,"Animation,Adventure,Comedy,Family,Fantasy",85
16359,Millions,2004,6.9,"Comedy,Crime,Drama,Family",98
16360,Muppets Most Wanted,2014,6.4,"Adventure,Comedy,Crime,Family,Musical,Mystery",107
16361,The Journey of Natty Gann,1985,7.1,"Adventure,Family",101
16362,Secret of the Wings,2012,7.1,"Animation,Family,Fantasy",75
16363,Cars 2,2011,6.1,"Animation,Adventure,Comedy,Family,Sport",106
16364,Tinker Bell and the Great Fairy Rescue,2010,6.9,"Animation,Adventure,Family,Fantasy",76
16365,Descendants 2,2017,6.5,"Action,Adventure,Family,Fantasy,Romance",111
16366,Adventures in Babysitting,2016,6,"Adventure,Comedy,Crime,Romance",102
16367,Dinosaur,2000,6.5,"Animation,Adventure,Family,Thriller",82
16368,Dumbo,2019,6.3,"Adventure,Family,Fantasy",112
16369,The Color of Friendship,2000,7.2,"Biography,Drama,Family",87
16370,Oliver & Company,1988,6.7,"Animation,Adventure,Comedy,Family,Musical",74
16371,Monkey Kingdom,2015,7.3,Documentary,81
16372,"Davy Crockett, King of the Wild Frontier",1955,7,"Adventure,Drama,Family,Western",93
16373,The Three Caballeros,1944,6.5,"Comedy,Western",104
16374,That Darn Cat!,1965,6.8,"Comedy,Crime,Family,Thriller",116
16375,African Cats,2011,7.6,"Documentary,Adventure",89
16376,Newsies,1992,7,"Drama,Family,History,Musical",121
16377,3 Men and a Baby,1987,6,"Comedy,Drama,Family",102
16378,Tuck Everlasting,2002,6.6,"Drama,Family,Fantasy,Romance",90
16379,The Incredible Journey,1963,7.1,"Adventure,Drama,Family",80
16380,The Love Bug,1968,6.5,"Comedy,Family,Sport",108
16381,High School Musical 3: Senior Year,2008,4.8,"Comedy,Drama,Family,Music,Musical,Romance",112
16382,Return to Oz,1985,6.7,"Adventure,Family,Fantasy,Horror,Mystery",113
16383,Blackbeard's Ghost,1968,6.9,"Comedy,Family,Fantasy",106
16384,Chimpanzee,2012,7.2,"Documentary,Family",78
16385,The Absent-Minded Professor,1961,6.8,"Comedy,Family,Sci-Fi,Sport",92
16386,Camp Rock,2008,5.2,"Comedy,Family,Music,Musical,Romance",94
16387,Penguins,2019,7,"Documentary,Family",76
16388,Pooh's Heffalump Movie,2005,6.4,"Animation,Comedy,Family,Fantasy,Musical,Mystery",68
16389,Turner & Hooch,1989,6.2,"Comedy,Crime,Drama,Thriller",97
16390,Glory Road,2006,7.2,"Biography,Drama,Sport",118
16391,Princess Protection Program,2009,5.6,"Comedy,Drama,Family",90
16392,Science Fair,2018,7.4,Documentary,90
16393,Greyfriars Bobby: The True Story of a Dog,1961,7.3,"Drama,Family",87
16394,Diary of a Wimpy Kid,2010,6.2,"Comedy,Drama,Family",120
16395,The Odd Life of Timothy Green,2012,6.6,"Comedy,Drama,Family,Fantasy",105
16396,Splash,1984,6.2,"Comedy,Fantasy,Romance",111
16397,The Princess Diaries 2: Royal Engagement,2004,5.8,"Comedy,Family,Romance",113
16398,The Black Cauldron,1985,6.4,"Animation,Action,Adventure,Family,Fantasy,Horror",80
16399,The Game Plan,2007,6.1,"Comedy,Family,Sport",110
16400,Cinderella III: A Twist in Time,2007,5.9,"Animation,Family,Fantasy,Musical,Romance",74
16401,Waking Sleeping Beauty,2009,7.6,Documentary,86
16402,The Tigger Movie,2000,6.3,"Animation,Comedy,Drama,Family,Musical",77
16403,Escape to Witch Mountain,1975,6.4,"Adventure,Family,Fantasy,Mystery,Sci-Fi",97
16404,Timmy Failure: Mistakes Were Made,2020,6.1,"Adventure,Comedy,Drama,Family,Fantasy",99
16405,101 Dalmatians,1996,5.7,"Adventure,Comedy,Crime,Family",103
16406,The Last Song,2010,6,"Drama,Music,Romance",107
16407,George of the Jungle,1997,5.5,"Action,Adventure,Comedy,Family,Romance",92
16408,Frank and Ollie,1995,7.8,Documentary,89
16409,The Santa Clause 2,2002,5.6,"Comedy,Family,Fantasy",104
16410,Heavyweights,1995,6.6,"Comedy,Drama,Family,Sport",100
16411,Ice Princess,2005,6,"Comedy,Drama,Family,Sport",98
16412,Bedtime Stories,2008,6,"Comedy,Family,Fantasy,Romance",99
16413,Cheaper by the Dozen,2003,5.9,"Comedy,Family",98
16414,An Extremely Goofy Movie,2000,6.4,"Animation,Comedy,Family,Sport",79
16415,Twitches,2005,5.7,"Comedy,Drama,Family,Fantasy",86
16416,Iron Will,1994,6.6,"Adventure,Family",108
16417,Aladdin and the King of Thieves,1996,6.4,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",81
16418,Piglet's Big Movie,2003,6.1,"Animation,Adventure,Comedy,Family,Musical,Mystery",75
16419,Because of Winn-Dixie,2005,6.3,"Comedy,Drama,Family",106
16420,Fun and Fancy Free,1947,6.6,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",73
16421,Mickey's Once Upon a Christmas,1999,7.2,"Animation,Comedy,Family,Fantasy",66
16422,Deep Blue,2003,7.4,"Action,Adventure,Sci-Fi,Thriller",105
16423,Red Tails,2012,5.9,"Action,Drama,History,War",125
16424,Lilo & Stitch 2: Stitch Has a Glitch,2005,6.3,"Animation,Comedy,Drama,Family,Sci-Fi",68
16425,Ruby Bridges,1998,7.2,"Adventure,Drama,Family,Fantasy",96
16426,Doctor Dolittle,1998,5.4,"Comedy,Family,Fantasy",85
16427,Brother Bear 2,2006,6.2,"Animation,Adventure,Comedy,Family,Fantasy",74
16428,Camp Rock 2: The Final Jam,2010,5.2,"Comedy,Family,Music,Musical,Romance",97
16429,Recess: School's Out,2001,6.6,"Animation,Comedy,Family",82
16430,The Adventures of Huck Finn,1993,6.2,"Adventure,Comedy,Drama,Family",108
16431,Lemonade Mouth,2011,6.9,"Comedy,Drama,Family,Music,Musical",103
16432,The Crimson Wing: Mystery of the Flamingos,2008,7.3,Documentary,78
16433,Big Business,1988,6.4,Comedy,97
16434,Melody Time,1948,6.4,"Animation,Comedy,Family,Musical",75
16435,Bambi II,2006,6.1,"Animation,Adventure,Drama,Family,Romance",75
16436,The Cheetah Girls,2003,4.8,"Comedy,Drama,Family,Music,Musical",100
16437,Hannah Montana: The Movie,2009,4.5,"Comedy,Drama,Family,Music,Romance",102
16438,Herbie Rides Again,1974,5.7,"Comedy,Family,Fantasy,Romance",88
16439,Descendants 3,2019,6.7,"Adventure,Family,Musical",106
16440,Olaf's Frozen Adventure,2017,5.5,"Animation,Short,Adventure,Comedy,Family,Fantasy,Musical",22
16441,The Apple Dumpling Gang,1975,6.5,"Comedy,Family,Western",100
16442,Newsies: The Broadway Musical,2017,8.5,Musical,149
16443,101 Dalmatians II: Patch's London Adventure,2003,5.8,"Animation,Adventure,Comedy,Family,Musical",74
16444,Saludos Amigos,1942,6.2,"Animation,Short,Adventure,Comedy,Family,Fantasy,Music",42
16445,Mighty Joe Young,1998,5.6,"Action,Adventure,Family,Fantasy,Thriller",114
16446,Thumbelina,1994,6.3,"Animation,Family,Fantasy,Musical,Romance",86
16447,The Lizzie McGuire Movie,2003,5.5,"Adventure,Comedy,Family,Music,Romance",94
16448,The Cat from Outer Space,1978,6.1,"Comedy,Family,Sci-Fi",104
16449,Rookie of the Year,1993,6,"Comedy,Family,Fantasy,Sport",103
16450,Sister Act 2: Back in the Habit,1993,5.6,"Comedy,Family,Music",107
16451,Homeward Bound II: Lost in San Francisco,1996,5.9,"Adventure,Comedy,Family,Romance",88
16452,Jump In!,2007,5.3,"Comedy,Drama,Family,Romance,Sport",85
16453,Roving Mars,2006,7.2,"Documentary,Short",40
16454,The Black Hole,1979,6,"Action,Sci-Fi",98
16455,Lady and the Tramp II: Scamp's Adventure,2001,5.9,"Animation,Adventure,Family,Musical,Romance",69
16456,Around the World in 80 Days,2004,5.9,"Action,Adventure,Comedy,Family,Western",120
16457,Luxo Jr.,1986,7.3,"Animation,Short,Family",2
16458,Flubber,1997,5.3,"Comedy,Family,Sci-Fi",93
16459,The Return of Jafar,1994,5.9,"Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance",69
16460,Aliens of the Deep,2005,6.4,"Documentary,Family",100
16461,"Mickey, Donald, Goofy: The Three Musketeers",2004,6.4,"Animation,Adventure,Comedy,Family,Musical,Romance",68
16462,The Little Mermaid: Ariel's Beginning,2008,6.3,"Animation,Drama,Family,Fantasy,Musical",77
16463,The Cheetah Girls 2: When in Spain,2006,5,"Comedy,Drama,Family,Music,Musical",96
16464,Pooh's Grand Adventure: The Search for Christopher Robin,1997,7.1,"Animation,Adventure,Comedy,Family,Musical",76
16465,Jack,1996,5.8,"Horror,Mystery,Thriller",122
16466,Stargirl,2020,6.2,"Action,Adventure,Crime,Drama,Fantasy,Sci-Fi",45
16467,Return to Never Land,2002,5.8,"Animation,Adventure,Family,Fantasy",72
16468,The Shaggy Dog,1959,6.5,"Family,Comedy,Fantasy",104
16469,Herbie Goes to Monte Carlo,1977,5.7,"Action,Adventure,Comedy,Crime,Family,Romance,Sport",105
16470,Home on the Range,2004,5.3,"Animation,Adventure,Comedy,Family,Music,Western",76
16471,The Little Mermaid II: Return to the Sea,2000,5.6,"Animation,Drama,Family,Fantasy,Musical",75
16472,The Cheetah Girls: One World,2008,4.7,"Comedy,Drama,Family,Musical",90
16473,Leroy & Stitch,2006,6.2,"Animation,Action,Adventure,Comedy,Drama,Family,Sci-Fi",73
16474,Herbie Fully Loaded,2005,4.8,"Adventure,Comedy,Family,Fantasy,Romance,Sport",101
16475,Let It Shine,2012,6.4,"Drama,Family,Music",104
16476,Wizards of Waverly Place: The Movie,2009,6.2,"Adventure,Comedy,Drama,Family,Fantasy",94
16477,A Wrinkle in Time,2018,4.2,"Adventure,Family,Fantasy,Sci-Fi",109
16478,Benji the Hunted,1987,6.3,"Adventure,Family",88
16479,Recess: Taking the Fifth Grade,2003,6.8,"Animation,Comedy,Family",62
16480,The Even Stevens Movie,2003,6.2,"Comedy,Family",93
16481,Marvel Rising: Secret Warriors,2018,5.2,"Animation,Action,Comedy,Fantasy,Sci-Fi",80
16482,Mars Needs Moms,2011,5.4,"Animation,Action,Adventure,Family,Sci-Fi",88
16483,Sharpay's Fabulous Adventure,2011,4.7,"Comedy,Drama,Family,Music,Musical,Romance",90
16484,The Wizards Return: Alex vs. Alex,2013,6.4,"Adventure,Comedy,Drama,Family,Fantasy",60
16485,Home Alone 3,1997,4.5,"Comedy,Crime,Family",102
16486,3 Men and a Little Lady,1990,5.4,"Comedy,Drama,Family,Romance",104
16487,Beauty and the Beast: The Enchanted Christmas,1997,6.1,"Animation,Family,Fantasy,Music,Musical",72
16488,Annie,1999,6.7,"Comedy,Drama,Family,Musical",126
16489,Tiger Cruise,2005,6.2,"Drama,Family",88
16490,Stitch! The Movie,2003,6.2,"Animation,Adventure,Comedy,Family,Sci-Fi",60
16491,Babes in Toyland,1961,6.3,"Comedy,Family,Fantasy,Musical,Romance",106
16492,Brink!,1998,7.1,"Drama,Family,Sport",99
16493,Tall Tale,1995,5.9,"Adventure,Family,Fantasy,Western",96
16494,"Good Luck Charlie, It's Christmas!",2011,6.4,"Comedy,Drama,Family",90
16495,G-Force,2009,5.1,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",88
16496,Cloud 9,2014,6.6,"Drama,Family,Sport",85
16497,Geek Charming,2011,6.4,"Comedy,Drama,Family,Romance",94
16498,Snow Dogs,2002,5.2,"Adventure,Comedy,Family,Sport",99
16499,Mulan II,2004,5.7,"Animation,Action,Comedy,Family,Musical",79
16500,Dr. Dolittle 2,2001,4.7,"Comedy,Family,Fantasy",87
16501,Kim Possible Movie: So the Drama,2005,7.1,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",71
16502,Camp Nowhere,1994,6.1,"Adventure,Comedy,Family",96
16503,Honey I Blew Up the Kid,1992,4.8,"Adventure,Comedy,Family,Romance,Sci-Fi",89
16504,Steamboat Willie,1928,7.6,"Animation,Short,Comedy,Family,Musical",8
16505,Motocrossed,2001,6.6,"Action,Adventure,Family",110
16506,One Magic Christmas,1985,6.5,"Family,Fantasy",89
16507,The Computer Wore Tennis Shoes,1969,6.1,"Comedy,Family,Sci-Fi",91
16508,Halloweentown II: Kalabar's Revenge,2001,6.5,"Adventure,Family,Fantasy",81
16509,102 Dalmatians,2000,4.9,"Adventure,Comedy,Family",100
16510,The Santa Clause 3: The Escape Clause,2006,4.7,"Adventure,Comedy,Family,Fantasy",97
16511,Teen Beach 2,2015,6.1,"Family,Fantasy,Musical",104
16512,Return from Witch Mountain,1978,5.9,"Family,Adventure,Sci-Fi,Fantasy",95
16513,Kitbull,2019,8,"Animation,Short,Drama,Family",9
16514,Tru Confessions,2002,7.5,"Drama,Comedy,Family",112
16515,Treasure Island,1950,6.9,"Adventure,Family",96
16516,Prom,2011,5.4,"Comedy,Drama,Family,Romance",104
16517,Mickey's Twice Upon a Christmas,2004,6.5,"Animation,Comedy,Family,Fantasy",68
16518,Zenon: Girl of the 21st Century,1999,6.4,"Adventure,Comedy,Family,Sci-Fi",97
